Date,M1US000V Index,M2US000$ Index,SPTRSGX Index,SP5LVIT Index,LT01TRUU Index,SPX Index
1994-02-28,-0.0377489991562441,-0.017823999601602553,-0.017864999600686132,-0.027777999379113318,-0.006122999863140285,-0.02714399939328432
1994-03-31,-0.03869099913518876,-0.046532998959906396,-0.046175998967885976,-0.036884999175556,-0.004999999888241291,-0.04358199902586639
1994-04-29,0.019316999568231404,-0.01114399975091219,0.004521999898925423,0.01479499966930598,-0.0038589999137446287,0.012821999713405967
1994-05-31,0.016370999634079637,0.016615999628603457,0.016272999636270106,-0.007087999841570854,0.00144099996779114,0.01641499963309616
1994-06-30,-0.024567999450862407,-0.03948499911744148,-0.021348999522812665,-0.019521999563649296,0.0025189999436959626,-0.02449299945253879
1994-07-29,0.03345099925231188,0.03175799929015339,0.031876999287493525,0.03813699914757162,0.008882999801449477,0.032803999266773465
1994-08-31,0.02846699936371297,0.04694599895067513,0.05343399880565703,0.029030999351106587,0.0032909999264404176,0.04099899908360094
1994-09-30,-0.034547999227792024,-0.02939999934285879,-0.014298999680392444,-0.030162999325804414,-0.002304999948479235,-0.024477999452874065
1994-10-31,0.02475599944666028,0.01847999958693981,0.023311999478936196,0.015653999650105832,0.0023099999483674766,0.022467999497801063
1994-11-30,-0.0396469991138205,-0.0492269988996908,-0.03275399926789105,-0.03659699918199331,-0.004165999906882644,-0.03641799918599427
1994-12-30,0.011308999747224152,0.017092999617941678,0.017252999614365397,0.02312599948309362,0.0019579999562352895,0.014781999669596552
1995-01-31,0.028845999355241656,0.012644999717362224,0.024820999445207416,0.029116999349184332,0.013592999696172774,0.02593199942037463
1995-02-28,0.04066399909108877,0.041568999070860445,0.03901799912787974,0.03957599911540747,0.013585999696329237,0.03897099912893027
1995-03-31,0.025515999429672958,0.04594299897309393,0.03135799929909408,0.018713999581709502,0.005706999872438609,0.029501999340578917
1995-04-28,0.03367699924726039,0.04311199903637171,0.02603099941816181,0.017325999612733723,0.008855999802052976,0.02944599934183061
1995-05-31,0.04010399910360574,0.0372889991665259,0.03577899920027703,0.03918799912407994,0.017215999615192414,0.03994699910711497
1995-06-30,0.01508199966289103,0.03786199915371835,0.03824699914511293,0.009389999790117145,0.005445999878272414,0.0232229994809255
1995-07-31,0.03798499915096908,0.035361999209597705,0.03189399928711355,0.026459999408572913,0.003916999912448227,0.03315999925881624
1995-08-31,0.007466999833099544,-0.005978999866358936,-0.0032339999277144673,0.013889999689534306,0.005893999868258834,0.0024839999444782736
1995-09-29,0.03382599924392998,0.047539998937398194,0.04942299889530987,0.04545699898395687,0.004868999891169369,0.042204999056644744
1995-10-31,-0.014331999679654837,0.02840199936516583,0.007980999821610749,0.00944899978879839,0.008375999812781811,-0.0035849999198690054
1995-11-30,0.05075299886558205,0.028448999364115296,0.03602399919480086,0.04642799896225334,0.008550999808870256,0.043873999019339686
1995-12-29,0.0217329995142296,0.009008999798633158,0.011324999746866524,0.03369599924683571,0.00758999983035028,0.019219999570399524
1996-01-31,0.03141899929773063,0.04887799890749157,0.03815199914723635,0.031079999305307866,0.008574999808333815,0.03397399924062192
1996-02-29,0.007463999833166599,0.01762499960605055,0.009147999795526265,-0.0029889999331906437,-0.003972999911196529,0.009259999793022871
1996-03-29,0.017245999614521862,-0.0011259999748319388,-0.0041739999067038295,0.009124999796040355,-0.0008779999803751708,0.009623999784886837
1996-04-30,0.013821999691054226,0.018466999587230384,0.01945099956523627,0.0005899999868124724,0.0009579999785870314,0.014710999671183528
1996-05-31,0.01068999976105988,0.04063899909164757,0.036748999178595844,0.01392799968868494,0.002233999950066209,0.02571899942513555
1996-06-28,-0.0030669999314472075,0.014384999678470194,0.01246299972143024,0.026986999396793544,0.007242999838106335,0.003797999915108085
1996-07-31,-0.04530099898744375,-0.0388969991305843,-0.04610599896945059,-0.04608299896996468,0.0038719999134540556,-0.04420499901194125
1996-08-30,0.02802899937350303,0.02613299941588193,0.014811999668926,0.02011699955035001,0.0036209999190643426,0.021096999528445303
1996-09-30,0.040391999097168445,0.06769299848694355,0.06940399844869971,0.03654199918322265,0.009097999796643854,0.05628799874186516
1996-10-31,0.03486899922061711,0.0310599993057549,0.021674999515525997,0.03921599912345409,0.01126999974809587,0.02756399938389659
1996-11-29,0.07534299831595272,0.07183899839427323,0.07472699832972139,0.05631899874117225,0.007377999835088849,0.075580998310633
1996-12-31,-0.017237999614700676,-0.025230999436043202,-0.023099999483674766,-0.01815999959409237,0.0001529999965801835,-0.019833999556675554
1997-01-31,0.05203999883681536,0.09147299795541912,0.07833399824909866,0.02297099948655814,0.004729999894276261,0.062457998603954915
